"","text","retweet_count","favorite_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","photo","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"133","#editorial En los zapatos de Joaquín - (JORGE RAMOS) https://t.co/Wzefua0DFq",0,0,FALSE,FALSE,"971564665124937728",NA,"<a href=""http://www.elsiglodetorreon.com.mx/"" rel=""nofollow"">El Siglo</a>",FALSE,"Thu Mar 08 01:54:01 +0000 2018",NA,NA,"es",858,TRUE,"Torreón, Coahuila de Zaragoza","8091552","Periódico Regional. Defensor de la Comunidad Lagunera, noticias de Coahuila y Durango. Miembro de la AEE
Disponible en App Store y Google Play
Fb/ elsiglo.mx",TRUE,"Thu Aug 09 23:21:55 +0000 2007",586725,147535,131,FALSE,"http://elsiglodetorreon.com.mx","El Siglo de Torreón","Mexico City","es",-21600,155,"torreon",FALSE,"MX","México","city","Torreón, Coahuila de Zaragoza",NA,NA,25.244223,-103.23313,25.540505,-103.460398,"http://www.elsiglodetorreon.com.mx/noticia/1438918.en-los-zapatos-de-joaquin.html","https://t.co/Wzefua0DFq"
"134","Just posted a photo @ Las Vegas Strip https://t.co/TNH3HKJsOm",0,0,FALSE,FALSE,"971564666848727040",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:02 +0000 2018",NA,NA,"en",3,FALSE,"PLANO TEXAS","2324325758","PUMA EXPRESS",TRUE,"Sun Feb 02 20:29:22 +0000 2014",2025,686,33,FALSE,NA,"Arnoldo Vasquez",NA,"en",NA,3490,"ArnoldoVasquez8",FALSE,"US","United States","city","Paradise, NV",NA,NA,36.0609645,-115.135165,36.12083333,-115.17222222,"https://www.instagram.com/p/BgC2UKzHovkEZaqI1nMY2jnppTYB6w2ZTn28lk0/","https://t.co/TNH3HKJsOm"
"135","2018/05/19: Saint Paul, MN, United States: Cypher Side One Year Anniversary + Student Perfo… https://t.co/KSKNoEVr8e https://t.co/yyvoZySkiL",0,0,FALSE,FALSE,"971564666177642496",NA,"<a href=""http://www.dancedeets.com"" rel=""nofollow"">DanceDeets</a>",FALSE,"Thu Mar 08 01:54:01 +0000 2018",NA,NA,"en",428,FALSE,"Worldwide","203930370","Street Dance Events. Worldwide.",TRUE,"Sun Oct 17 14:36:45 +0000 2010",121514,1666,201,FALSE,"https://www.dancedeets.com/","DanceDeets",NA,"en",NA,894,"dancedeets",TRUE,"US","United States","city","St Paul, MN",NA,NA,44.9415155,-93.1056485,44.9609003,-93.0679697,"https://www.dancedeets.com/events/392958454501324/cypher-side-one-year-anniversary-student-performances?utm_campaign=autopost&utm_medium=share&utm_source=twitter_feed","https://t.co/KSKNoEVr8e"
"136","Ankh and mushrooms #tattoo! Thanks you again,   Done at moontattoostudio @ Moon Tattoo https://t.co/i6wgEdnuQe",0,0,FALSE,FALSE,"971564669474410497",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:02 +0000 2018",NA,NA,"en",23,FALSE,"Austin, Texas","12603412","Tattoo artist at Moon Tattoo Studio in Austin, TX: http://moontattoostudio.com All social media: mrdavidpoe",TRUE,"Wed Jan 23 17:25:32 +0000 2008",2237,236,387,FALSE,"http://www.mrdavidpoe.com/","David Poe","Central Time (US & Canada)","en",-21600,173,"mrdavidpoe",FALSE,"US","United States","city","Austin, TX",NA,NA,30.3233455,-97.754724,30.35338,-97.72441,"https://www.instagram.com/p/BgC2NDvjhkx/","https://t.co/i6wgEdnuQe"
"137","Join the Eurest Services team! See our latest #job opening here: https://t.co/Ji1qrLTpns #Hospitality #DistrictofColumbia #Hiring",0,0,FALSE,FALSE,"971564671059730437",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:54:03 +0000 2018",NA,NA,"en",988,FALSE,"Charlotte, NC","126371773","Welcome to Compass Group USA's job board. To learn about our people and careers go to @CGCareersUSA",TRUE,"Thu Mar 25 17:13:21 +0000 2010",18116,1353,419,FALSE,"http://www.altogethergreat.com/careers/","CompassUSAJobBoard","Eastern Time (US & Canada)","en",-18000,58,"CompassJobBoard",FALSE,"US","United States","city","Washington, DC",NA,NA,38.898603,-77.0143985,38.9468831,-77.0295507,"http://bit.ly/2D9dOj6","https://t.co/Ji1qrLTpns"
"138","Working on some journeyactive up-coming programs in the quiet room @themuserooms coworking… https://t.co/0lU4E44AEl",0,0,FALSE,FALSE,"971564671231823872",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:03 +0000 2018",NA,NA,"en",72,FALSE,"Los Angeles","38903587","Lifestyle Fitness Coach",TRUE,"Sat May 09 18:42:17 +0000 2009",3857,474,7229,FALSE,"http://www.getfitwithWitt.com","Jack Witt","America/Los_Angeles","en",-28800,703,"GetFitwithWitt",FALSE,"US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,34.1722,-118.378,"https://www.instagram.com/p/BgC2UZwA_iq/","https://t.co/0lU4E44AEl"
"139","Orange: 5:53pm: sunset",0,0,FALSE,FALSE,"971564673836318720",NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>",FALSE,"Thu Mar 08 01:54:03 +0000 2018",NA,NA,"en",6,FALSE,"Orange, CA","194881076","Weather updates, forecast, warnings and information for Orange, CA. Sources: http://OpenWeatherMap.org, NOAA, USGS.",TRUE,"Sat Sep 25 06:17:51 +0000 2010",28992,32,0,FALSE,NA,"Orange Weather","Alaska","en",-32400,1,"_OrangeCA",FALSE,"US","United States","city","Orange, CA",NA,NA,33.810159,-117.824049,33.79,-117.85,NA,NA
"140","Will someone please tell me how to slice a pizza into 7 relatively equal pieces so that I may… https://t.co/xnTg1u39RW",0,0,FALSE,FALSE,"971564675933483008",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:04 +0000 2018",NA,NA,"en",16,FALSE,"Bible Belt, Kentucky, USA","33398153","Believer in The One True God, mom extraordinaire, former veterinary technician, current Wine and Spirits manager.",TRUE,"Mon Apr 20 03:01:51 +0000 2009",5975,998,10642,FALSE,"http://facebook.com/for2n8mom","Jo Bader","Central Time (US & Canada)","en",-21600,1911,"for2n8mom",FALSE,"US","United States","admin","Kentucky, USA",NA,NA,37.822244,-85.7682405,37.0549,-85.0812,"https://www.instagram.com/p/BgC2UZPnVFs/","https://t.co/xnTg1u39RW"
"141","@carriecompere had ALL that sass as Sophia. Especially in Miss Celine’s Pants and her laugh when… https://t.co/52XZeB1NFc",0,0,FALSE,FALSE,"971564681285505025","carriecompere","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:05 +0000 2018",NA,"31350845","en",6,FALSE,NA,"1159088252",NA,TRUE,"Fri Feb 08 04:18:07 +0000 2013",7755,277,176757,FALSE,NA,"Melissa Salazar <ed><U+00A0><U+00BC><ed><U+00BE><U+00AD>","Atlantic Time (Canada)","en",-14400,335,"monkeysue1278",FALSE,"US","United States","city","Tampa, FL",NA,NA,27.9965945,-82.442694,27.95138809,-82.46418378,"https://www.instagram.com/p/BgC2UYelT3u/","https://t.co/52XZeB1NFc"
"142","omd! @ TLA https://t.co/99oLFCFVPy",0,0,FALSE,FALSE,"971564686238994432",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:06 +0000 2018",NA,NA,"nl",100,FALSE,"Philadelphia, PA","8858212","Eckelberry Fellow, #Kidlit illustrator <ed><U+00A0><U+00BE><ed><U+00B6><U+008A> SECRET LIFE books http://amzn.to/2BbNSUx <ed><U+00A0><U+00BE><ed><U+00B6><U+0087> BELLE'S JOURNEY http://amzn.to/2jgZ6il <U+26F7> My favorite chord is Em7",TRUE,"Thu Sep 13 17:15:02 +0000 2007",12094,2280,9314,FALSE,"http://KateGarchinsky.com","Kate Garchinsky","Eastern Time (US & Canada)","en",-18000,3466,"katesnowbird",FALSE,"US","United States","city","Philadelphia, PA",NA,NA,40.0048655,-75.117998,39.94138,-75.1483499,"https://www.instagram.com/p/BgC2U4iHvLI/","https://t.co/99oLFCFVPy"
"143","Well, the fried cheesecake looked and sounded good, but it was kind of bland and nothing to… https://t.co/PMKoS03kxn",0,0,FALSE,FALSE,"971564688004845568",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:07 +0000 2018",NA,NA,"en",51,FALSE,"Orlando","363294098","A guide to the best Tastes Of Orlando and surrounding areas",TRUE,"Sat Aug 27 21:19:07 +0000 2011",5838,1905,2762,FALSE,"http://www.orlandotastes.com","@TastesOfOrlando",NA,"en",NA,1685,"drew4524",FALSE,"US","United States","city","Orlando, FL",NA,NA,28.5016785,-81.3677725,28.59121,-81.41231,"https://www.instagram.com/p/BgC2UrOhLZQ/","https://t.co/PMKoS03kxn"
"144","If you're looking for work in #LosAngeles, CA, check out this #job: https://t.co/ZiBmRJKfKe #Healthcare #Hiring #CareerArc",0,0,FALSE,FALSE,"971564691666321408",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:54:07 +0000 2018",NA,NA,"en",235,FALSE,"Los Angeles, CA","21298660","Follow this account for geo-targeted Healthcare job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",TRUE,"Thu Feb 19 13:44:41 +0000 2009",1816,1068,0,FALSE,"http://www.careerarc.com/job-seeker","LA Healthcare Jobs","Eastern Time (US & Canada)","en",-18000,308,"tmj_lax_health",FALSE,"US","United States","city","East Los Angeles, CA",NA,NA,34.0352975,-118.159729,34.0203503,-118.1554599,"http://bit.ly/2EIk9nv","https://t.co/ZiBmRJKfKe"
"145","Guess what arrived <ed><U+00A0><U+00BD><ed><U+00B8><U+00B5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> our new riversidechattanooga shirts are in. And preorders are up too. Sage… https://t.co/YZIzAlfl9M",0,0,FALSE,FALSE,"971564693822365696",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:08 +0000 2018",NA,NA,"en",26,FALSE,"Globally known ","226098406","President of Vipdout",TRUE,"Mon Dec 13 09:03:16 +0000 2010",29893,685,445,FALSE,"http://www.vipdout.com/shopping","VipdOut",NA,"en",NA,320,"VipdOut",FALSE,"US","United States","admin","Tennessee, USA",NA,NA,35.8305215,-85.9785995,36.54809843,-87.25359462,"https://www.instagram.com/p/BgC2U8tB7Cj/","https://t.co/YZIzAlfl9M"
"146","Some of us never tire of the view @ Lyon Street Steps https://t.co/oyddujrycF",0,0,FALSE,FALSE,"971564694187241477",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:08 +0000 2018",NA,NA,"en",3,FALSE,"San Francisco, CA","745826776442507265","All dogs are good dogs",TRUE,"Thu Jun 23 03:52:15 +0000 2016",299,49,393,FALSE,"http://gooddoghappy.dog","GoodDogHappyDog","Pacific Time (US & Canada)","en",-28800,168,"GoodDogHappyDog",FALSE,"US","United States","city","San Francisco, CA",NA,NA,37.7706565,-122.4359785,37.79344442,-122.4464724,"https://www.instagram.com/p/BgC2UyDB7pA/","https://t.co/oyddujrycF"
"147","Interested in a #job in #Temecula, CA? This could be a great fit: https://t.co/UIsCjaJF6A #Healthcare #Hiring #CareerArc",0,0,FALSE,FALSE,"971564699383836673",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:54:09 +0000 2018",NA,NA,"en",143,FALSE,"Orange County, CA","27308656","Follow this account for geo-targeted Healthcare job tweets in Orange County, CA. Need help? Tweet us at @CareerArc!",TRUE,"Sat Mar 28 21:07:37 +0000 2009",894,605,0,FALSE,"http://www.careerarc.com/job-seeker","OC, CA Health Jobs","Eastern Time (US & Canada)","en",-18000,306,"tmj_cao_health",FALSE,"US","United States","city","Temecula, CA",NA,NA,33.501021,-117.1195165,33.5068682,-117.1459288,"http://bit.ly/2GFGCTt","https://t.co/UIsCjaJF6A"
"148","Digital Marketing #kjdigitalmarketing smile #signaturesmile #teeth #dentalhealth #veneers… https://t.co/6J0iZylOE7",0,0,FALSE,FALSE,"971564700319150080",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:10 +0000 2018",NA,NA,"en",0,FALSE,"Florida, USA","966891930","Digital Marketing, Educational Technology & Technology Promoting",TRUE,"Fri Nov 23 21:54:59 +0000 2012",86,42,11,FALSE,"https://www.kjdigitalmarketing.com","Karis A. James","Eastern Time (US & Canada)","en",-18000,80,"karishaagjames",FALSE,"US","United States","admin","Florida, USA",NA,NA,27.698682,-83.804475,28.3,-80.7,"https://www.instagram.com/p/BgC2U9Oh48L/","https://t.co/6J0iZylOE7"
"149","HERE IT COMES!!!! (Dear god those are some giant <U+2744><U+FE0F> snowflakes!!)… https://t.co/Yikkp79LIk",0,0,FALSE,FALSE,"971564700461862912",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:10 +0000 2018",NA,NA,"en",17,FALSE,"Boston, Massachusetts","32238152","Blood Banker-crafter-wistful artist-Harry Potter aficionado-resident chef-chocoholic & mom. I also like shoes. I am just me, but sometimes I am someone else.",TRUE,"Fri Apr 17 01:17:34 +0000 2009",9918,157,5403,FALSE,NA,"Francesca","Eastern Time (US & Canada)","en",-18000,406,"feachme",FALSE,"US","United States","city","Cambridge, MA",NA,NA,42.3781975,-71.112377,42.3737,-71.1106,"https://www.instagram.com/p/BgC2APlHQzChzmv6LK4yyZSUoIZiCnq2qSRd3g0/","https://t.co/Yikkp79LIk"
"150","#KingSizeTowing #BennyGs #NewToy #Maserati @ Compton, California https://t.co/mYos9QJBSB",0,0,FALSE,FALSE,"971564707315355648",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:11 +0000 2018",NA,NA,"en",41,FALSE,"We Are Everywhere","1169713441","We are the artists in magnifying your brand and the experts in stimulating your visual experience! We are #KingSizeLED #KingSizeYourBrand",TRUE,"Mon Feb 11 18:44:18 +0000 2013",8120,604,82,FALSE,"https://www.kingsizeled.com","KING SIZE LED","Pacific Time (US & Canada)","en",-28800,530,"KINGSIZE_LED",FALSE,"US","United States","city","Compton, CA",NA,NA,33.8849685,-118.222017,33.89666667,-118.225,"https://www.instagram.com/p/BgC2ErVDKqs/","https://t.co/mYos9QJBSB"
"151","Custom pannier sling for grab n’ go accessibility for laptop bags and other items of extreme… https://t.co/CLXXC57PHX",0,0,FALSE,FALSE,"971564709307670528",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:12 +0000 2018",NA,NA,"en",26,FALSE,"Atlanta, GA","1539946868",NA,TRUE,"Sun Jun 23 02:25:06 +0000 2013",1428,262,242,FALSE,"http://www.thespindleatl.com","The Spindle",NA,"en",NA,104,"thespindleatl",FALSE,"US","United States","city","Atlanta, GA",NA,NA,33.7671945,-84.433106,33.75600055,-84.36650119,"https://www.instagram.com/p/BgC2VF9nyxY/","https://t.co/CLXXC57PHX"
"152","Had the FatBurger #impossible burger. Was afraid it’d taste too much like real meat but it… https://t.co/ZN3HdjU4CU",0,0,FALSE,FALSE,"971564712721821698",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:12 +0000 2018",NA,NA,"en",17,FALSE,"Las Vegas, NV","742827452","BA, PGDE, MA, DErp. Kitsch-loving multitasker. Mum. Overseas Singaporean. Wife of game dev Tom Happ @axiomverge",TRUE,"Tue Aug 07 12:40:36 +0000 2012",9980,426,3687,FALSE,"http://wastedfashion.net","Chloe Happ","Mountain Time (US & Canada)","en",-25200,185,"wastedfashion",FALSE,"US","United States","admin","Nevada, USA",NA,NA,38.502147,-117.0226945,36.11366733,-115.2975285,"https://www.instagram.com/p/BgC2VgKlczh/","https://t.co/ZN3HdjU4CU"
"153","Medical incident- distraction in #Spokane on Hwy 395 at E Mission Ave #traffic https://t.co/eeH42LXmRL",0,0,FALSE,FALSE,"971564713061552128",NA,"<a href=""http://www.sigalert.com/Map.asp?region=Spokane"" rel=""nofollow"">TTN SPO traffic</a>",FALSE,"Thu Mar 08 01:54:13 +0000 2018",NA,NA,"en",35,FALSE,"Spokane, WA","930739604","Traffic for Spokane powered by Total Traffic Network.",TRUE,"Tue Nov 06 23:17:45 +0000 2012",23229,466,47,FALSE,"http://totaltraffic.com/LocalTraffic/Spokane/","TTN Spokane","Pacific Time (US & Canada)","en",-28800,221,"TotalTrafficSPO",FALSE,"US","United States","city","Spokane, WA",NA,NA,47.667438,-117.434547,47.67178,-117.4096,"http://bit.ly/10BRbLh","https://t.co/eeH42LXmRL"
"154","I remember back when the @gop was the “law and order” party. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0,0,FALSE,FALSE,"971564715720826880",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",FALSE,"Thu Mar 08 01:54:13 +0000 2018",NA,NA,"en",49,FALSE,"KLAF","17322758","I'm into beer, scotch, aviation, travel, anthropodermic bibliopegy and screwing around. Once made eye-contact with Jimmy Fallon.",TRUE,"Tue Nov 11 21:30:10 +0000 2008",80380,848,6357,FALSE,"https://normaldave.com/","Rob","Eastern Time (US & Canada)","en",-18000,830,"rob_blue",FALSE,"US","United States","city","Lafayette, IN",NA,NA,40.407236,-86.8467525,40.41497599,-86.88435561,NA,NA
"155","Baldwin Park: 5:54pm: sunset",0,0,FALSE,FALSE,"971564715976478720",NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>",FALSE,"Thu Mar 08 01:54:13 +0000 2018",NA,NA,"en",11,FALSE,"Baldwin Park, CA","170437636","Weather updates, forecast, warnings and information for Baldwin Park, CA. Sources: http://OpenWeatherMap.org, NOAA, USGS.",TRUE,"Sat Jul 24 20:54:07 +0000 2010",29554,58,0,FALSE,NA,"Baldwin Park Weather","Pacific Time (US & Canada)","en",-28800,1,"BaldwinParkCA",FALSE,"US","United States","city","Baldwin Park, CA",NA,NA,34.094001,-117.975154,34.09,-117.96,NA,NA
"156","Terry too! (at @TGIFridays in Temecula, CA) https://t.co/sv45cUnzP0",0,0,FALSE,FALSE,"971564715758571520",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",FALSE,"Thu Mar 08 01:54:13 +0000 2018",NA,NA,"en",0,FALSE,"Murrieta, CA","36361007","Innovative Impressions - AT&T Retired",TRUE,"Wed Apr 29 13:50:22 +0000 2009",471,48,22,FALSE,"http://www.sayitwithink.com","John N. Garrett III",NA,"en",NA,58,"jngarrett",FALSE,"US","United States","city","Temecula, CA",NA,NA,33.501021,-117.1195165,33.52518873,-117.15873782,"https://www.swarmapp.com/c/fFZFbreae0W","https://t.co/sv45cUnzP0"
"157","Can you recommend anyone for this #job? Transfer Center Registered Nurse - https://t.co/1VuhmQpXft #Nursing #Spartanburg, SC #Hiring",0,0,FALSE,FALSE,"971564716412698624",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>",FALSE,"Thu Mar 08 01:54:13 +0000 2018",NA,NA,"en",52,FALSE,"Spartanburg, SC","3655306395","The official Twitter account of Spartanburg Regional Healthcare System's Recruitment office.",TRUE,"Mon Sep 14 17:48:48 +0000 2015",1222,218,3,FALSE,"http://www.spartanburgregional.com/careers-opportunities/","SRHS Careers","Pacific Time (US & Canada)","en",-28800,303,"SRHSCareers",FALSE,"US","United States","city","Spartanburg, SC",NA,NA,34.9499645,-81.940298,34.9671629,-81.940232,"http://bit.ly/2D8VxTm","https://t.co/1VuhmQpXft"
"158","I'm melting from this sweetness. I thought I loved my own kids, but… https://t.co/1gBq5sN6gD",0,0,FALSE,FALSE,"971564716748431361",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:13 +0000 2018",NA,NA,"en",0,FALSE,"Indy","186568107",NA,TRUE,"Fri Sep 03 20:20:19 +0000 2010",210,91,8,FALSE,"http://www.smcusa.com","Kelley Stacy",NA,"en",NA,64,"kelleybeckstacy",FALSE,"US","United States","admin","Alabama, USA",NA,NA,32.576227,-86.6807375,32.7,-86.7,"https://www.instagram.com/p/BgC2VfMgokMTGmkXRFQ6TjlieJ0jcNVm1Dd7Iw0/","https://t.co/1gBq5sN6gD"
"159","Ballast Point Grapefruit Sculpin on tap now. https://t.co/JYgQHksPPI @bpbrewing #BeerMenus",0,0,FALSE,FALSE,"971564720267452416",NA,"<a href=""http://www.beermenus.com"" rel=""nofollow"">Beer Menus </a>",FALSE,"Thu Mar 08 01:54:14 +0000 2018",NA,NA,"en",36,FALSE,"York, Pennsylvania","398432380","Located in downtown York, Holy Hound offers a constantly rotating and vast selection of craft brews. Holy Hound Taproom. Hallowed be thy Beer.",TRUE,"Wed Oct 26 01:52:12 +0000 2011",7578,2247,55,FALSE,"http://holyhoundtaproom.com","Holy Hound Taproom","Atlantic Time (Canada)","en",-14400,236,"holyhoundtaps",FALSE,"US","United States","city","York, PA",NA,NA,39.967009,-76.731008,39.9620223,-76.7296189,"https://www.beermenus.com/places/16710-holy-hound-taproom?b_id=66767&utm_content=beer-66767&utm_medium=serving-share&utm_source=twitter","https://t.co/JYgQHksPPI"
"160","Ya boy shooting for that promotion",0,0,FALSE,FALSE,"971564721722683392",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>",FALSE,"Thu Mar 08 01:54:15 +0000 2018",NA,NA,"en",30,FALSE,"Vancouver BC","19491751","Certified Wallet Torturer • Fledgling Literary Content Creator • <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088> <U+26A3> via YYZ, YLW  (occasionally slightly nsfw (no porn))",TRUE,"Sun Jan 25 15:34:07 +0000 2009",99306,868,9064,FALSE,"http://kotae.li","Kota Eli","Pacific Time (US & Canada)","en",-28800,176,"__kotalee",FALSE,"CA","Canada","city","Vancouver, British Columbia",NA,NA,49.257639,-123.123581,49.2642312,-123.1139206,NA,NA
"161","At 8:53 PM, Gardnertown [Orange Co, NY] TRAINED SPOTTER reports HEAVY SNOW of 17.80 INCH #OKX https://t.co/UyJx0SGwFX",0,0,FALSE,FALSE,"971564723782209536",NA,"<a href=""https://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>",FALSE,"Thu Mar 08 01:54:15 +0000 2018",NA,NA,"en",56,FALSE,NA,"34920742",NA,TRUE,"Fri Apr 24 13:13:34 +0000 2009",110095,363,0,FALSE,NA,"IEMBot Okx","Central Time (US & Canada)","en",-21600,0,"iembot_okx",FALSE,"US","United States","city","Gardnertown, NY",NA,NA,41.557858,-74.0577975,41.53,-74.06,"https://mesonet.agron.iastate.edu/lsr/#OKX/201803080153/201803080153","https://t.co/UyJx0SGwFX"
"162","Beauty is closer than it appears. #clouds #sky #reflection @ Tower Park Marina https://t.co/Yh3tXOmMUO",0,0,FALSE,FALSE,"971564724348444677",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:15 +0000 2018",NA,NA,"en",45,FALSE,"Rio Vista, CA","37002472","I mostly just repost stuff.",TRUE,"Fri May 01 18:08:57 +0000 2009",11007,1232,18642,FALSE,"https://www.facebook.com/JCJoranco","J.C. Joranco","Pacific Time (US & Canada)","en",-28800,1525,"JC_Joranco",FALSE,"US","United States","admin","California, USA",NA,NA,37.2691755,-119.3066075,38.1152027,-121.4918632,"https://www.instagram.com/p/BgC2V0lnrMA/","https://t.co/Yh3tXOmMUO"
"163","Tastes like dill pickles! - Drinking a Shogun's Fundoshi by @Brassneckbrew at @brassneckbrew  — https://t.co/fupjETf53U",0,0,FALSE,FALSE,"971564726273626112",NA,"<a href=""https://untappd.com"" rel=""nofollow"">Untappd</a>",FALSE,"Thu Mar 08 01:54:16 +0000 2018",NA,NA,"en",22,FALSE,"East Vancouver","1009702182","Loving craft beer, Vancouver and kayaking in",TRUE,"Thu Dec 13 21:03:49 +0000 2012",4031,327,3576,FALSE,NA,"EastVanMary",NA,"en",NA,408,"troutlakebase",FALSE,"CA","Canada","city","Vancouver, British Columbia",NA,NA,49.257639,-123.123581,49.2658,-123.101,"http://untp.beer/s/c569950319","https://t.co/fupjETf53U"
"164","#wise words from my partner @teresaapollo.  
.
.
.
.
.
#dogs #dogsdaily #mixedbreed #pitbull… https://t.co/RExtcQh1uh",0,0,FALSE,FALSE,"971564726185611264",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:16 +0000 2018",NA,NA,"en",1,FALSE,"Los Angeles, CA","2873055452","I want to build big things and bring great people with me.  Check out @soulmuttapp on Twitter, Instagram, and Facebook.",TRUE,"Thu Oct 23 10:14:48 +0000 2014",365,62,345,FALSE,"http://balanceddogsllc.com","Gary Cassera","Pacific Time (US & Canada)","en",-28800,150,"garycassera",FALSE,"US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,34.0522,-118.243,"https://www.instagram.com/p/BgC2Vs9h3u-/","https://t.co/RExtcQh1uh"
"165","12 days until #Spring. #Noreaster @ Westborough, Massachusetts https://t.co/NgKivgVnAB",0,0,FALSE,FALSE,"971564726873239552",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Mar 08 01:54:16 +0000 2018",NA,NA,"en",110,FALSE,"Massachusetts","118574676","Father. Husband. #SaaS #sales #leader. #QuickBase. #Filmmaker. Avant gardener. #Veteran.",TRUE,"Mon Mar 01 03:24:20 +0000 2010",2051,308,470,FALSE,"http://linkedin.com/in/neilforbes","Neil Forbes","Pacific Time (US & Canada)","en",-28800,286,"nlfrbs",FALSE,"US","United States","city","Westborough, MA",NA,NA,42.265111,-71.6092195,42.26944444,-71.61666667,"https://www.instagram.com/p/BgC2S5BHGpg/","https://t.co/NgKivgVnAB"
"166","Incident on #I684 SB at Exit 2 - NY 120 - Westchester County Airport https://t.co/Gwnhs7dFvt",0,0,FALSE,FALSE,"971564733030699008",NA,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>",FALSE,"Thu Mar 08 01:54:17 +0000 2018",NA,NA,"en",228,FALSE,"New York State","50706690","Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.",TRUE,"Thu Jun 25 17:22:38 +0000 2009",2810456,1732,0,FALSE,"http://twitter.511ny.org","511 New York","Eastern Time (US & Canada)","en",-18000,202,"511NY",FALSE,"US","United States","city","North Castle, NY",NA,NA,41.111877,-73.704751,41.076198,-73.718299,"http://511ny.org/EventDetails/TRANSCOM/ORI174618911","https://t.co/Gwnhs7dFvt"
